Congress,Directory,ID,Number,Subtype,Summary,Type,Version,to_use
115,./data/115/bills/hr/hr3369/text-versions/ih,115_HR3369_IH,HR3369,HR,1,Bills,IH,1
113,./data/113/bills/s/s1291/text-versions/is,113_S1291_IS,S1291,S,1,Bills,IS,1
115,./data/115/bills/hr/hr1822/text-versions/ih,115_HR1822_IH,HR1822,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5873/text-versions/enr,114_HR5873_ENR,HR5873,HR,1,Bills,ENR,1
113,./data/113/bills/hr/hr4704/text-versions/ih,113_HR4704_IH,HR4704,HR,1,Bills,IH,1
114,./data/114/bills/s/s2735/text-versions/is,114_S2735_IS,S2735,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1658/text-versions/ih,114_HR1658_IH,HR1658,HR,1,Bills,IH,1
113,./data/113/bills/s/s764/text-versions/is,113_S764_IS,S764,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5346/text-versions/ih,113_HR5346_IH,HR5346,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2795/text-versions/rh,114_HR2795_RH,HR2795,HR,1,Bills,RH,1
113,./data/113/bills/hr/hr3468/text-versions/enr,113_HR3468_ENR,HR3468,HR,1,Bills,ENR,1
115,./data/115/bills/hr/hr1784/text-versions/ih,115_HR1784_IH,HR1784,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr873/text-versions/enr,115_HR873_ENR,HR873,HR,1,Bills,ENR,1
115,./data/115/bills/hr/hr691/text-versions/ih,115_HR691_IH,HR691,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2921/text-versions/ih,114_HR2921_IH,HR2921,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4096/text-versions/ih,113_HR4096_IH,HR4096,HR,1,Bills,IH,1
113,./data/113/bills/s/s1651/text-versions/is,113_S1651_IS,S1651,S,1,Bills,IS,1
115,./data/115/bills/hr/hr3259/text-versions/ih,115_HR3259_IH,HR3259,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1266/text-versions/rh,114_HR1266_RH,HR1266,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr4614/text-versions/ih,114_HR4614_IH,HR4614,HR,1,Bills,IH,1
113,./data/113/bills/s/s2852/text-versions/is,113_S2852_IS,S2852,S,1,Bills,IS,1
114,./data/114/bills/hr/hr511/text-versions/rh,114_HR511_RH,HR511,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr4297/text-versions/ih,114_HR4297_IH,HR4297,HR,1,Bills,IH,1
113,./data/113/bills/s/s2161/text-versions/is,113_S2161_IS,S2161,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4817/text-versions/ih,114_HR4817_IH,HR4817,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr6483/text-versions/ih,114_HR6483_IH,HR6483,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3125/text-versions/ih,113_HR3125_IH,HR3125,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1798/text-versions/ih,114_HR1798_IH,HR1798,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr541/text-versions/ih,114_HR541_IH,HR541,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4578/text-versions/ih,113_HR4578_IH,HR4578,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3946/text-versions/ih,113_HR3946_IH,HR3946,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr108/text-versions/ih,115_HR108_IH,HR108,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3819/text-versions/ih,113_HR3819_IH,HR3819,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3456/text-versions/ih,114_HR3456_IH,HR3456,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr447/text-versions/rh,115_HR447_RH,HR447,HR,1,Bills,RH,1
115,./data/115/bills/hr/hr1848/text-versions/rh,115_HR1848_RH,HR1848,HR,1,Bills,RH,1
114,./data/114/bills/s/s1246/text-versions/is,114_S1246_IS,S1246,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5768/text-versions/ih,114_HR5768_IH,HR5768,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1844/text-versions/ih,114_HR1844_IH,HR1844,HR,1,Bills,IH,1
113,./data/113/bills/s/s2949/text-versions/is,113_S2949_IS,S2949,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1566/text-versions/ih,114_HR1566_IH,HR1566,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr107/text-versions/ih,114_HR107_IH,HR107,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1311/text-versions/ih,113_HR1311_IH,HR1311,HR,1,Bills,IH,1
113,./data/113/bills/s/s2547/text-versions/is,113_S2547_IS,S2547,S,1,Bills,IS,1
113,./data/113/bills/s/s1968/text-versions/is,113_S1968_IS,S1968,S,1,Bills,IS,1
115,./data/115/bills/hr/hr1400/text-versions/ih,115_HR1400_IH,HR1400,HR,1,Bills,IH,1
115,./data/115/bills/s/s567/text-versions/is,115_S567_IS,S567,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4387/text-versions/ih,113_HR4387_IH,HR4387,HR,1,Bills,IH,1
115,./data/115/bills/s/s952/text-versions/is,115_S952_IS,S952,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4315/text-versions/rh,113_HR4315_RH,HR4315,HR,1,Bills,RH,1
113,./data/113/bills/hr/hr2684/text-versions/ih,113_HR2684_IH,HR2684,HR,1,Bills,IH,1
115,./data/115/bills/s/s1140/text-versions/is,115_S1140_IS,S1140,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4457/text-versions/rh,113_HR4457_RH,HR4457,HR,1,Bills,RH,1
113,./data/113/bills/hr/hr4597/text-versions/ih,113_HR4597_IH,HR4597,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr457/text-versions/ih,114_HR457_IH,HR457,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr272/text-versions/ih,114_HR272_IH,HR272,HR,1,Bills,IH,1
115,./data/115/bills/s/s1823/text-versions/is,115_S1823_IS,S1823,S,1,Bills,IS,1
114,./data/114/bills/s/s2795/text-versions/is,114_S2795_IS,S2795,S,1,Bills,IS,1
114,./data/114/bills/s/s793/text-versions/is,114_S793_IS,S793,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1643/text-versions/ih,113_HR1643_IH,HR1643,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1624/text-versions/enr,114_HR1624_ENR,HR1624,HR,1,Bills,ENR,1
115,./data/115/bills/hr/hr529/text-versions/ih,115_HR529_IH,HR529,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3623/text-versions/ih,113_HR3623_IH,HR3623,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1996/text-versions/ih,113_HR1996_IH,HR1996,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3414/text-versions/ih,114_HR3414_IH,HR3414,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3074/text-versions/ih,114_HR3074_IH,HR3074,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2892/text-versions/ih,115_HR2892_IH,HR2892,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2998/text-versions/rh,115_HR2998_RH,HR2998,HR,1,Bills,RH,1
113,./data/113/bills/s/s2530/text-versions/is,113_S2530_IS,S2530,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5484/text-versions/ih,114_HR5484_IH,HR5484,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5955/text-versions/ih,114_HR5955_IH,HR5955,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr100/text-versions/ih,113_HR100_IH,HR100,HR,1,Bills,IH,1
115,./data/115/bills/s/s732/text-versions/is,115_S732_IS,S732,S,1,Bills,IS,1
114,./data/114/bills/s/s2245/text-versions/is,114_S2245_IS,S2245,S,1,Bills,IS,1
115,./data/115/bills/hr/hr2198/text-versions/ih,115_HR2198_IH,HR2198,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5007/text-versions/ih,114_HR5007_IH,HR5007,HR,1,Bills,IH,1
114,./data/114/bills/s/s693/text-versions/is,114_S693_IS,S693,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2656/text-versions/ih,114_HR2656_IH,HR2656,HR,1,Bills,IH,1
114,./data/114/bills/s/s647/text-versions/is,114_S647_IS,S647,S,1,Bills,IS,1
113,./data/113/bills/s/s910/text-versions/is,113_S910_IS,S910,S,1,Bills,IS,1
114,./data/114/bills/s/s115/text-versions/is,114_S115_IS,S115,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2178/text-versions/ih,113_HR2178_IH,HR2178,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2188/text-versions/ih,113_HR2188_IH,HR2188,HR,1,Bills,IH,1
114,./data/114/bills/s/s892/text-versions/is,114_S892_IS,S892,S,1,Bills,IS,1
113,./data/113/bills/hr/hr636/text-versions/ih,113_HR636_IH,HR636,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5747/text-versions/ih,113_HR5747_IH,HR5747,HR,1,Bills,IH,1
114,./data/114/bills/s/s3144/text-versions/is,114_S3144_IS,S3144,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1329/text-versions/ih,113_HR1329_IH,HR1329,HR,1,Bills,IH,1
115,./data/115/bills/s/s267/text-versions/is,115_S267_IS,S267,S,1,Bills,IS,1
114,./data/114/bills/s/s3001/text-versions/pcs,114_S3001_PCS,S3001,S,1,Bills,PCS,1
113,./data/113/bills/hr/hr5695/text-versions/ih,113_HR5695_IH,HR5695,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1846/text-versions/rh,113_HR1846_RH,HR1846,HR,1,Bills,RH,1
115,./data/115/bills/s/s129/text-versions/rfh,115_S129_RFH,S129,S,1,Bills,RFH,1
114,./data/114/bills/s/s947/text-versions/is,114_S947_IS,S947,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2486/text-versions/ih,113_HR2486_IH,HR2486,HR,1,Bills,IH,1
114,./data/114/bills/s/s1749/text-versions/is,114_S1749_IS,S1749,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4591/text-versions/ih,114_HR4591_IH,HR4591,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2765/text-versions/ih,114_HR2765_IH,HR2765,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5555/text-versions/ih,114_HR5555_IH,HR5555,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr3434/text-versions/ih,115_HR3434_IH,HR3434,HR,1,Bills,IH,1
115,./data/115/bills/s/s224/text-versions/is,115_S224_IS,S224,S,1,Bills,IS,1
114,./data/114/bills/hr/hr6026/text-versions/ih,114_HR6026_IH,HR6026,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5755/text-versions/ih,113_HR5755_IH,HR5755,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2050/text-versions/ih,114_HR2050_IH,HR2050,HR,1,Bills,IH,1
115,./data/115/bills/s/s116/text-versions/is,115_S116_IS,S116,S,1,Bills,IS,1
115,./data/115/bills/hr/hr825/text-versions/rh,115_HR825_RH,HR825,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr3188/text-versions/ih,114_HR3188_IH,HR3188,HR,1,Bills,IH,1
115,./data/115/bills/s/s536/text-versions/is,115_S536_IS,S536,S,1,Bills,IS,1
115,./data/115/bills/s/s57/text-versions/is,115_S57_IS,S57,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1604/text-versions/ih,114_HR1604_IH,HR1604,HR,1,Bills,IH,1
114,./data/114/bills/s/s2066/text-versions/is,114_S2066_IS,S2066,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4229/text-versions/ih,113_HR4229_IH,HR4229,HR,1,Bills,IH,1
115,./data/115/bills/s/s238/text-versions/is,115_S238_IS,S238,S,1,Bills,IS,1
114,./data/114/bills/s/s112/text-versions/is,114_S112_IS,S112,S,1,Bills,IS,1
114,./data/114/bills/s/s3042/text-versions/is,114_S3042_IS,S3042,S,1,Bills,IS,1
114,./data/114/bills/hr/hr848/text-versions/ih,114_HR848_IH,HR848,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2326/text-versions/ih,115_HR2326_IH,HR2326,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1233/text-versions/ih,115_HR1233_IH,HR1233,HR,1,Bills,IH,1
114,./data/114/bills/s/s1701/text-versions/is,114_S1701_IS,S1701,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2586/text-versions/ih,114_HR2586_IH,HR2586,HR,1,Bills,IH,1
114,./data/114/bills/s/s3300/text-versions/is,114_S3300_IS,S3300,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1758/text-versions/ih,114_HR1758_IH,HR1758,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2762/text-versions/ih,114_HR2762_IH,HR2762,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4532/text-versions/ih,114_HR4532_IH,HR4532,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1070/text-versions/ih,115_HR1070_IH,HR1070,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4263/text-versions/rh,113_HR4263_RH,HR4263,HR,1,Bills,RH,1
113,./data/113/bills/s/s2185/text-versions/is,113_S2185_IS,S2185,S,1,Bills,IS,1
113,./data/113/bills/s/s1054/text-versions/is,113_S1054_IS,S1054,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2839/text-versions/ih,113_HR2839_IH,HR2839,HR,1,Bills,IH,1
114,./data/114/bills/s/s12/text-versions/is,114_S12_IS,S12,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5392/text-versions/ih,113_HR5392_IH,HR5392,HR,1,Bills,IH,1
114,./data/114/bills/s/s3422/text-versions/is,114_S3422_IS,S3422,S,1,Bills,IS,1
114,./data/114/bills/s/s1448/text-versions/is,114_S1448_IS,S1448,S,1,Bills,IS,1
114,./data/114/bills/s/s402/text-versions/is,114_S402_IS,S402,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4243/text-versions/ih,113_HR4243_IH,HR4243,HR,1,Bills,IH,1
114,./data/114/bills/s/s2064/text-versions/is,114_S2064_IS,S2064,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1072/text-versions/ih,114_HR1072_IH,HR1072,HR,1,Bills,IH,1
114,./data/114/bills/s/s2240/text-versions/is,114_S2240_IS,S2240,S,1,Bills,IS,1
113,./data/113/bills/s/s2661/text-versions/is,113_S2661_IS,S2661,S,1,Bills,IS,1
114,./data/114/bills/s/s2956/text-versions/pcs,114_S2956_PCS,S2956,S,1,Bills,PCS,1
114,./data/114/bills/s/s3379/text-versions/is,114_S3379_IS,S3379,S,1,Bills,IS,1
113,./data/113/bills/s/s442/text-versions/is,113_S442_IS,S442,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1932/text-versions/ih,113_HR1932_IH,HR1932,HR,1,Bills,IH,1
113,./data/113/bills/s/s203/text-versions/is,113_S203_IS,S203,S,1,Bills,IS,1
114,./data/114/bills/s/s2727/text-versions/is,114_S2727_IS,S2727,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2020/text-versions/ih,114_HR2020_IH,HR2020,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1502/text-versions/ih,114_HR1502_IH,HR1502,HR,1,Bills,IH,1
114,./data/114/bills/s/s681/text-versions/is,114_S681_IS,S681,S,1,Bills,IS,1
114,./data/114/bills/s/s1364/text-versions/is,114_S1364_IS,S1364,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5789/text-versions/ih,113_HR5789_IH,HR5789,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr51/text-versions/ih,113_HR51_IH,HR51,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2635/text-versions/ih,113_HR2635_IH,HR2635,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr268/text-versions/ih,115_HR268_IH,HR268,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr433/text-versions/enr,114_HR433_ENR,HR433,HR,1,Bills,ENR,1
114,./data/114/bills/hr/hr605/text-versions/ih,114_HR605_IH,HR605,HR,1,Bills,IH,1
114,./data/114/bills/s/s3135/text-versions/is,114_S3135_IS,S3135,S,1,Bills,IS,1
114,./data/114/bills/s/s2458/text-versions/is,114_S2458_IS,S2458,S,1,Bills,IS,1
114,./data/114/bills/s/s2862/text-versions/is,114_S2862_IS,S2862,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5259/text-versions/ih,113_HR5259_IH,HR5259,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr504/text-versions/ih,113_HR504_IH,HR504,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3949/text-versions/ih,114_HR3949_IH,HR3949,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr388/text-versions/ih,115_HR388_IH,HR388,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4104/text-versions/ih,114_HR4104_IH,HR4104,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5220/text-versions/ih,114_HR5220_IH,HR5220,HR,1,Bills,IH,1
113,./data/113/bills/s/s2909/text-versions/is,113_S2909_IS,S2909,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2922/text-versions/enr,113_HR2922_ENR,HR2922,HR,1,Bills,ENR,1
113,./data/113/bills/s/s2943/text-versions/is,113_S2943_IS,S2943,S,1,Bills,IS,1
114,./data/114/bills/hr/hr559/text-versions/ih,114_HR559_IH,HR559,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2956/text-versions/ih,113_HR2956_IH,HR2956,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3130/text-versions/ih,114_HR3130_IH,HR3130,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1058/text-versions/ih,115_HR1058_IH,HR1058,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5757/text-versions/ih,113_HR5757_IH,HR5757,HR,1,Bills,IH,1
114,./data/114/bills/s/s1570/text-versions/is,114_S1570_IS,S1570,S,1,Bills,IS,1
115,./data/115/bills/hr/hr538/text-versions/ih,115_HR538_IH,HR538,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr103/text-versions/ih,114_HR103_IH,HR103,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr906/text-versions/rh,115_HR906_RH,HR906,HR,1,Bills,RH,1
113,./data/113/bills/s/s1061/text-versions/is,113_S1061_IS,S1061,S,1,Bills,IS,1
114,./data/114/bills/s/s2866/text-versions/is,114_S2866_IS,S2866,S,1,Bills,IS,1
113,./data/113/bills/s/s93/text-versions/is,113_S93_IS,S93,S,1,Bills,IS,1
113,./data/113/bills/s/s1238/text-versions/pcs,113_S1238_PCS,S1238,S,1,Bills,PCS,1
114,./data/114/bills/hr/hr1850/text-versions/ih,114_HR1850_IH,HR1850,HR,1,Bills,IH,1
113,./data/113/bills/s/s1337/text-versions/is,113_S1337_IS,S1337,S,1,Bills,IS,1
115,./data/115/bills/hr/hr1649/text-versions/ih,115_HR1649_IH,HR1649,HR,1,Bills,IH,1
113,./data/113/bills/s/s824/text-versions/is,113_S824_IS,S824,S,1,Bills,IS,1
115,./data/115/bills/s/s390/text-versions/is,115_S390_IS,S390,S,1,Bills,IS,1
114,./data/114/bills/hr/hr189/text-versions/rh,114_HR189_RH,HR189,HR,1,Bills,RH,1
113,./data/113/bills/hr/hr5322/text-versions/ih,113_HR5322_IH,HR5322,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4903/text-versions/ih,114_HR4903_IH,HR4903,HR,1,Bills,IH,1
114,./data/114/bills/s/s1783/text-versions/is,114_S1783_IS,S1783,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2562/text-versions/ih,114_HR2562_IH,HR2562,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1995/text-versions/ih,113_HR1995_IH,HR1995,HR,1,Bills,IH,1
115,./data/115/bills/s/s478/text-versions/is,115_S478_IS,S478,S,1,Bills,IS,1
113,./data/113/bills/s/s2121/text-versions/is,113_S2121_IS,S2121,S,1,Bills,IS,1
114,./data/114/bills/s/s1479/text-versions/rfh,114_S1479_RFH,S1479,S,1,Bills,RFH,1
114,./data/114/bills/hr/hr1057/text-versions/ih,114_HR1057_IH,HR1057,HR,1,Bills,IH,1
114,./data/114/bills/s/s2637/text-versions/is,114_S2637_IS,S2637,S,1,Bills,IS,1
115,./data/115/bills/s/s995/text-versions/is,115_S995_IS,S995,S,1,Bills,IS,1
115,./data/115/bills/s/s750/text-versions/is,115_S750_IS,S750,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5879/text-versions/rh,114_HR5879_RH,HR5879,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr6185/text-versions/ih,114_HR6185_IH,HR6185,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2704/text-versions/ih,113_HR2704_IH,HR2704,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr655/text-versions/ih,115_HR655_IH,HR655,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1748/text-versions/ih,113_HR1748_IH,HR1748,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2638/text-versions/ih,115_HR2638_IH,HR2638,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3181/text-versions/ih,113_HR3181_IH,HR3181,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2838/text-versions/ih,115_HR2838_IH,HR2838,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2434/text-versions/ih,113_HR2434_IH,HR2434,HR,1,Bills,IH,1
115,./data/115/bills/s/s388/text-versions/is,115_S388_IS,S388,S,1,Bills,IS,1
115,./data/115/bills/hr/hr2495/text-versions/ih,115_HR2495_IH,HR2495,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5703/text-versions/ih,114_HR5703_IH,HR5703,HR,1,Bills,IH,1
115,./data/115/bills/s/s139/text-versions/is,115_S139_IS,S139,S,1,Bills,IS,1
115,./data/115/bills/hr/hr3732/text-versions/enr,115_HR3732_ENR,HR3732,HR,1,Bills,ENR,1
113,./data/113/bills/s/s2767/text-versions/is,113_S2767_IS,S2767,S,1,Bills,IS,1
113,./data/113/bills/s/s597/text-versions/is,113_S597_IS,S597,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1271/text-versions/ih,114_HR1271_IH,HR1271,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3938/text-versions/ih,114_HR3938_IH,HR3938,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3899/text-versions/ih,113_HR3899_IH,HR3899,HR,1,Bills,IH,1
113,./data/113/bills/s/s1220/text-versions/is,113_S1220_IS,S1220,S,1,Bills,IS,1
115,./data/115/bills/s/s1037/text-versions/is,115_S1037_IS,S1037,S,1,Bills,IS,1
114,./data/114/bills/s/s3448/text-versions/is,114_S3448_IS,S3448,S,1,Bills,IS,1
114,./data/114/bills/s/s2389/text-versions/is,114_S2389_IS,S2389,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1295/text-versions/enr,114_HR1295_ENR,HR1295,HR,1,Bills,ENR,1
115,./data/115/bills/s/s626/text-versions/is,115_S626_IS,S626,S,1,Bills,IS,1
114,./data/114/bills/s/s3096/text-versions/is,114_S3096_IS,S3096,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2323/text-versions/ih,113_HR2323_IH,HR2323,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr3737/text-versions/ih,115_HR3737_IH,HR3737,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2706/text-versions/ih,113_HR2706_IH,HR2706,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5502/text-versions/ih,113_HR5502_IH,HR5502,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4590/text-versions/rh,114_HR4590_RH,HR4590,HR,1,Bills,RH,1
113,./data/113/bills/s/s1705/text-versions/is,113_S1705_IS,S1705,S,1,Bills,IS,1
114,./data/114/bills/s/s1918/text-versions/is,114_S1918_IS,S1918,S,1,Bills,IS,1
114,./data/114/bills/s/s2396/text-versions/is,114_S2396_IS,S2396,S,1,Bills,IS,1
115,./data/115/bills/hr/hr1097/text-versions/ih,115_HR1097_IH,HR1097,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr6464/text-versions/ih,114_HR6464_IH,HR6464,HR,1,Bills,IH,1
115,./data/115/bills/s/s956/text-versions/is,115_S956_IS,S956,S,1,Bills,IS,1
113,./data/113/bills/hr/hr936/text-versions/ih,113_HR936_IH,HR936,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3731/text-versions/ih,113_HR3731_IH,HR3731,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1188/text-versions/rh,115_HR1188_RH,HR1188,HR,1,Bills,RH,1
114,./data/114/bills/s/s2324/text-versions/is,114_S2324_IS,S2324,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5731/text-versions/ih,113_HR5731_IH,HR5731,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1067/text-versions/ih,115_HR1067_IH,HR1067,HR,1,Bills,IH,1
114,./data/114/bills/s/s442/text-versions/is,114_S442_IS,S442,S,1,Bills,IS,1
113,./data/113/bills/s/s461/text-versions/is,113_S461_IS,S461,S,1,Bills,IS,1
114,./data/114/bills/s/s2195/text-versions/is,114_S2195_IS,S2195,S,1,Bills,IS,1
113,./data/113/bills/s/s2904/text-versions/is,113_S2904_IS,S2904,S,1,Bills,IS,1
115,./data/115/bills/hr/hr813/text-versions/ih,115_HR813_IH,HR813,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4347/text-versions/ih,113_HR4347_IH,HR4347,HR,1,Bills,IH,1
113,./data/113/bills/s/s2866/text-versions/is,113_S2866_IS,S2866,S,1,Bills,IS,1
113,./data/113/bills/hr/hr937/text-versions/ih,113_HR937_IH,HR937,HR,1,Bills,IH,1
115,./data/115/bills/s/s1055/text-versions/is,115_S1055_IS,S1055,S,1,Bills,IS,1
114,./data/114/bills/s/s790/text-versions/is,114_S790_IS,S790,S,1,Bills,IS,1
114,./data/114/bills/hr/hr786/text-versions/ih,114_HR786_IH,HR786,HR,1,Bills,IH,1
113,./data/113/bills/s/s2574/text-versions/is,113_S2574_IS,S2574,S,1,Bills,IS,1
114,./data/114/bills/s/s2729/text-versions/is,114_S2729_IS,S2729,S,1,Bills,IS,1
115,./data/115/bills/hr/hr2940/text-versions/ih,115_HR2940_IH,HR2940,HR,1,Bills,IH,1
115,./data/115/bills/s/s150/text-versions/is,115_S150_IS,S150,S,1,Bills,IS,1
114,./data/114/bills/hr/hr3500/text-versions/ih,114_HR3500_IH,HR3500,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1151/text-versions/ih,114_HR1151_IH,HR1151,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1175/text-versions/ih,115_HR1175_IH,HR1175,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4685/text-versions/ih,113_HR4685_IH,HR4685,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3339/text-versions/ih,113_HR3339_IH,HR3339,HR,1,Bills,IH,1
113,./data/113/bills/s/s1594/text-versions/is,113_S1594_IS,S1594,S,1,Bills,IS,1
114,./data/114/bills/s/s80/text-versions/is,114_S80_IS,S80,S,1,Bills,IS,1
114,./data/114/bills/s/s3279/text-versions/is,114_S3279_IS,S3279,S,1,Bills,IS,1
114,./data/114/bills/hr/hr680/text-versions/ih,114_HR680_IH,HR680,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr6122/text-versions/ih,114_HR6122_IH,HR6122,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2886/text-versions/ih,114_HR2886_IH,HR2886,HR,1,Bills,IH,1
113,./data/113/bills/s/s305/text-versions/is,113_S305_IS,S305,S,1,Bills,IS,1
