Congress,Number,Directory,ID,Subtype,Summary,Type,Version
115,HR328,./data/115/bills/hr/hr328/text-versions/ih,115_HR328_IH,HR,1,Bills,IH
115,SRES138,./data/115/bills/sres/sres138/text-versions/is,115_SRES138_IS,SRES,1,Simple Resolutions,IS
115,S39,./data/115/bills/s/s39/text-versions/is,115_S39_IS,S,1,Bills,IS
115,HR706,./data/115/bills/hr/hr706/text-versions/ih,115_HR706_IH,HR,1,Bills,IH
115,HR3149,./data/115/bills/hr/hr3149/text-versions/ih,115_HR3149_IH,HR,1,Bills,IH
115,S652,./data/115/bills/s/s652/text-versions/rfh,115_S652_RFH,S,1,Bills,RFH
115,SRES208,./data/115/bills/sres/sres208/text-versions/is,115_SRES208_IS,SRES,1,Simple Resolutions,IS
115,HR2921,./data/115/bills/hr/hr2921/text-versions/rh,115_HR2921_RH,HR,1,Bills,RH
115,SRES245,./data/115/bills/sres/sres245/text-versions/is,115_SRES245_IS,SRES,1,Simple Resolutions,IS
115,HR1863,./data/115/bills/hr/hr1863/text-versions/ih,115_HR1863_IH,HR,1,Bills,IH
115,S550,./data/115/bills/s/s550/text-versions/is,115_S550_IS,S,1,Bills,IS
115,HR21,./data/115/bills/hr/hr21/text-versions/ih,115_HR21_IH,HR,1,Bills,IH
115,HR2312,./data/115/bills/hr/hr2312/text-versions/ih,115_HR2312_IH,HR,1,Bills,IH
115,S368,./data/115/bills/s/s368/text-versions/is,115_S368_IS,S,1,Bills,IS
115,HJRES67,./data/115/bills/hjres/hjres67/text-versions/rds,115_HJRES67_RDS,HJRES,1,Joint Resolutions,RDS
115,HR1454,./data/115/bills/hr/hr1454/text-versions/ih,115_HR1454_IH,HR,1,Bills,IH
115,HR398,./data/115/bills/hr/hr398/text-versions/ih,115_HR398_IH,HR,1,Bills,IH
115,S565,./data/115/bills/s/s565/text-versions/is,115_S565_IS,S,1,Bills,IS
115,HR1231,./data/115/bills/hr/hr1231/text-versions/ih,115_HR1231_IH,HR,1,Bills,IH
115,HR476,./data/115/bills/hr/hr476/text-versions/ih,115_HR476_IH,HR,1,Bills,IH
115,HR1351,./data/115/bills/hr/hr1351/text-versions/rh,115_HR1351_RH,HR,1,Bills,RH
115,HR909,./data/115/bills/hr/hr909/text-versions/ih,115_HR909_IH,HR,1,Bills,IH
115,HR1943,./data/115/bills/hr/hr1943/text-versions/ih,115_HR1943_IH,HR,1,Bills,IH
115,HR4042,./data/115/bills/hr/hr4042/text-versions/ih,115_HR4042_IH,HR,1,Bills,IH
115,S322,./data/115/bills/s/s322/text-versions/is,115_S322_IS,S,1,Bills,IS
115,HR489,./data/115/bills/hr/hr489/text-versions/ih,115_HR489_IH,HR,1,Bills,IH
115,HR507,./data/115/bills/hr/hr507/text-versions/ih,115_HR507_IH,HR,1,Bills,IH
115,HR713,./data/115/bills/hr/hr713/text-versions/ih,115_HR713_IH,HR,1,Bills,IH
115,HR1509,./data/115/bills/hr/hr1509/text-versions/ih,115_HR1509_IH,HR,1,Bills,IH
115,HR703,./data/115/bills/hr/hr703/text-versions/ih,115_HR703_IH,HR,1,Bills,IH
115,HR1147,./data/115/bills/hr/hr1147/text-versions/ih,115_HR1147_IH,HR,1,Bills,IH
115,HR2296,./data/115/bills/hr/hr2296/text-versions/ih,115_HR2296_IH,HR,1,Bills,IH
115,HR678,./data/115/bills/hr/hr678/text-versions/ih,115_HR678_IH,HR,1,Bills,IH
115,SRES60,./data/115/bills/sres/sres60/text-versions/is,115_SRES60_IS,SRES,1,Simple Resolutions,IS
115,HR1095,./data/115/bills/hr/hr1095/text-versions/ih,115_HR1095_IH,HR,1,Bills,IH
115,S990,./data/115/bills/s/s990/text-versions/is,115_S990_IS,S,1,Bills,IS
115,HR170,./data/115/bills/hr/hr170/text-versions/ih,115_HR170_IH,HR,1,Bills,IH
115,HR795,./data/115/bills/hr/hr795/text-versions/ih,115_HR795_IH,HR,1,Bills,IH
115,HR105,./data/115/bills/hr/hr105/text-versions/ih,115_HR105_IH,HR,1,Bills,IH
115,HR2584,./data/115/bills/hr/hr2584/text-versions/ih,115_HR2584_IH,HR,1,Bills,IH
115,HR1496,./data/115/bills/hr/hr1496/text-versions/ih,115_HR1496_IH,HR,1,Bills,IH
115,S263,./data/115/bills/s/s263/text-versions/is,115_S263_IS,S,1,Bills,IS
115,S1101,./data/115/bills/s/s1101/text-versions/is,115_S1101_IS,S,1,Bills,IS
115,HCONRES31,./data/115/bills/hconres/hconres31/text-versions/ih,115_HCONRES31_IH,HCONRES,1,Concurrent Resolutions,IH
115,HR3114,./data/115/bills/hr/hr3114/text-versions/ih,115_HR3114_IH,HR,1,Bills,IH
115,HR3445,./data/115/bills/hr/hr3445/text-versions/ih,115_HR3445_IH,HR,1,Bills,IH
115,HR4034,./data/115/bills/hr/hr4034/text-versions/ih,115_HR4034_IH,HR,1,Bills,IH
115,HR522,./data/115/bills/hr/hr522/text-versions/ih,115_HR522_IH,HR,1,Bills,IH
115,S38,./data/115/bills/s/s38/text-versions/is,115_S38_IS,S,1,Bills,IS
115,HR1031,./data/115/bills/hr/hr1031/text-versions/ih,115_HR1031_IH,HR,1,Bills,IH
115,HR775,./data/115/bills/hr/hr775/text-versions/ih,115_HR775_IH,HR,1,Bills,IH
115,HR474,./data/115/bills/hr/hr474/text-versions/ih,115_HR474_IH,HR,1,Bills,IH
115,HR156,./data/115/bills/hr/hr156/text-versions/ih,115_HR156_IH,HR,1,Bills,IH
115,HR3078,./data/115/bills/hr/hr3078/text-versions/ih,115_HR3078_IH,HR,1,Bills,IH
115,HR789,./data/115/bills/hr/hr789/text-versions/ih,115_HR789_IH,HR,1,Bills,IH
115,S1616,./data/115/bills/s/s1616/text-versions/rfh,115_S1616_RFH,S,1,Bills,RFH
115,SRES2,./data/115/bills/sres/sres2/text-versions/ats,115_SRES2_ATS,SRES,1,Simple Resolutions,ATS
115,S1035,./data/115/bills/s/s1035/text-versions/is,115_S1035_IS,S,1,Bills,IS
115,S572,./data/115/bills/s/s572/text-versions/is,115_S572_IS,S,1,Bills,IS
115,HR2683,./data/115/bills/hr/hr2683/text-versions/ih,115_HR2683_IH,HR,1,Bills,IH
115,HR1483,./data/115/bills/hr/hr1483/text-versions/ih,115_HR1483_IH,HR,1,Bills,IH
115,S1534,./data/115/bills/s/s1534/text-versions/is,115_S1534_IS,S,1,Bills,IS
115,HR1550,./data/115/bills/hr/hr1550/text-versions/ih,115_HR1550_IH,HR,1,Bills,IH
115,SRES107,./data/115/bills/sres/sres107/text-versions/ats,115_SRES107_ATS,SRES,1,Simple Resolutions,ATS
115,HR1456,./data/115/bills/hr/hr1456/text-versions/ih,115_HR1456_IH,HR,1,Bills,IH
115,S1011,./data/115/bills/s/s1011/text-versions/is,115_S1011_IS,S,1,Bills,IS
115,S118,./data/115/bills/s/s118/text-versions/is,115_S118_IS,S,1,Bills,IS
115,HJRES7,./data/115/bills/hjres/hjres7/text-versions/ih,115_HJRES7_IH,HJRES,1,Joint Resolutions,IH
115,S454,./data/115/bills/s/s454/text-versions/is,115_S454_IS,S,1,Bills,IS
115,S1000,./data/115/bills/s/s1000/text-versions/is,115_S1000_IS,S,1,Bills,IS
115,HR2181,./data/115/bills/hr/hr2181/text-versions/ih,115_HR2181_IH,HR,1,Bills,IH
115,HR1873,./data/115/bills/hr/hr1873/text-versions/rh,115_HR1873_RH,HR,1,Bills,RH
115,HR1784,./data/115/bills/hr/hr1784/text-versions/ih,115_HR1784_IH,HR,1,Bills,IH
115,HR2814,./data/115/bills/hr/hr2814/text-versions/ih,115_HR2814_IH,HR,1,Bills,IH
115,HR1494,./data/115/bills/hr/hr1494/text-versions/ih,115_HR1494_IH,HR,1,Bills,IH
115,HR1505,./data/115/bills/hr/hr1505/text-versions/ih,115_HR1505_IH,HR,1,Bills,IH
115,S975,./data/115/bills/s/s975/text-versions/is,115_S975_IS,S,1,Bills,IS
115,S574,./data/115/bills/s/s574/text-versions/is,115_S574_IS,S,1,Bills,IS
115,SJRES27,./data/115/bills/sjres/sjres27/text-versions/is,115_SJRES27_IS,SJRES,1,Joint Resolutions,IS
115,HR1068,./data/115/bills/hr/hr1068/text-versions/ih,115_HR1068_IH,HR,1,Bills,IH
115,S1335,./data/115/bills/s/s1335/text-versions/is,115_S1335_IS,S,1,Bills,IS
115,S502,./data/115/bills/s/s502/text-versions/is,115_S502_IS,S,1,Bills,IS
115,HJRES86,./data/115/bills/hjres/hjres86/text-versions/ih,115_HJRES86_IH,HJRES,1,Joint Resolutions,IH
115,HR658,./data/115/bills/hr/hr658/text-versions/ih,115_HR658_IH,HR,1,Bills,IH
115,S500,./data/115/bills/s/s500/text-versions/is,115_S500_IS,S,1,Bills,IS
115,HR2596,./data/115/bills/hr/hr2596/text-versions/ih,115_HR2596_IH,HR,1,Bills,IH
115,HRES110,./data/115/bills/hres/hres110/text-versions/ih,115_HRES110_IH,HRES,1,Simple Resolutions,IH
115,HR1829,./data/115/bills/hr/hr1829/text-versions/ih,115_HR1829_IH,HR,1,Bills,IH
115,HR292,./data/115/bills/hr/hr292/text-versions/ih,115_HR292_IH,HR,1,Bills,IH
115,HR205,./data/115/bills/hr/hr205/text-versions/ih,115_HR205_IH,HR,1,Bills,IH
115,S456,./data/115/bills/s/s456/text-versions/is,115_S456_IS,S,1,Bills,IS
115,HR2867,./data/115/bills/hr/hr2867/text-versions/ih,115_HR2867_IH,HR,1,Bills,IH
115,S866,./data/115/bills/s/s866/text-versions/is,115_S866_IS,S,1,Bills,IS
115,S1234,./data/115/bills/s/s1234/text-versions/is,115_S1234_IS,S,1,Bills,IS
115,S621,./data/115/bills/s/s621/text-versions/is,115_S621_IS,S,1,Bills,IS
115,HR3881,./data/115/bills/hr/hr3881/text-versions/ih,115_HR3881_IH,HR,1,Bills,IH
115,HJRES54,./data/115/bills/hjres/hjres54/text-versions/ih,115_HJRES54_IH,HJRES,1,Joint Resolutions,IH
115,S808,./data/115/bills/s/s808/text-versions/is,115_S808_IS,S,1,Bills,IS
115,HR508,./data/115/bills/hr/hr508/text-versions/ih,115_HR508_IH,HR,1,Bills,IH
115,HR1775,./data/115/bills/hr/hr1775/text-versions/ih,115_HR1775_IH,HR,1,Bills,IH
115,S484,./data/115/bills/s/s484/text-versions/is,115_S484_IS,S,1,Bills,IS
115,S291,./data/115/bills/s/s291/text-versions/is,115_S291_IS,S,1,Bills,IS
115,HR841,./data/115/bills/hr/hr841/text-versions/ih,115_HR841_IH,HR,1,Bills,IH
115,HR1881,./data/115/bills/hr/hr1881/text-versions/ih,115_HR1881_IH,HR,1,Bills,IH
115,S1587,./data/115/bills/s/s1587/text-versions/is,115_S1587_IS,S,1,Bills,IS
115,S717,./data/115/bills/s/s717/text-versions/rfh,115_S717_RFH,S,1,Bills,RFH
115,HR1526,./data/115/bills/hr/hr1526/text-versions/ih,115_HR1526_IH,HR,1,Bills,IH
115,HR2934,./data/115/bills/hr/hr2934/text-versions/ih,115_HR2934_IH,HR,1,Bills,IH
115,HR1913,./data/115/bills/hr/hr1913/text-versions/rh,115_HR1913_RH,HR,1,Bills,RH
115,HRES490,./data/115/bills/hres/hres490/text-versions/ih,115_HRES490_IH,HRES,1,Simple Resolutions,IH
115,HR503,./data/115/bills/hr/hr503/text-versions/ih,115_HR503_IH,HR,1,Bills,IH
115,SRES241,./data/115/bills/sres/sres241/text-versions/ats,115_SRES241_ATS,SRES,1,Simple Resolutions,ATS
115,S700,./data/115/bills/s/s700/text-versions/is,115_S700_IS,S,1,Bills,IS
115,HR2517,./data/115/bills/hr/hr2517/text-versions/ih,115_HR2517_IH,HR,1,Bills,IH
115,HR2799,./data/115/bills/hr/hr2799/text-versions/ih,115_HR2799_IH,HR,1,Bills,IH
115,HR1444,./data/115/bills/hr/hr1444/text-versions/ih,115_HR1444_IH,HR,1,Bills,IH
115,S834,./data/115/bills/s/s834/text-versions/is,115_S834_IS,S,1,Bills,IS
115,HR3431,./data/115/bills/hr/hr3431/text-versions/ih,115_HR3431_IH,HR,1,Bills,IH
115,HRES227,./data/115/bills/hres/hres227/text-versions/ih,115_HRES227_IH,HRES,1,Simple Resolutions,IH
115,HR281,./data/115/bills/hr/hr281/text-versions/ih,115_HR281_IH,HR,1,Bills,IH
115,SRES264,./data/115/bills/sres/sres264/text-versions/is,115_SRES264_IS,SRES,1,Simple Resolutions,IS
115,HR1382,./data/115/bills/hr/hr1382/text-versions/ih,115_HR1382_IH,HR,1,Bills,IH
115,HR2229,./data/115/bills/hr/hr2229/text-versions/rh,115_HR2229_RH,HR,1,Bills,RH
115,S1137,./data/115/bills/s/s1137/text-versions/is,115_S1137_IS,S,1,Bills,IS
115,HR1055,./data/115/bills/hr/hr1055/text-versions/ih,115_HR1055_IH,HR,1,Bills,IH
115,HR1180,./data/115/bills/hr/hr1180/text-versions/rh,115_HR1180_RH,HR,1,Bills,RH
115,SRES188,./data/115/bills/sres/sres188/text-versions/ats,115_SRES188_ATS,SRES,1,Simple Resolutions,ATS
115,HR968,./data/115/bills/hr/hr968/text-versions/ih,115_HR968_IH,HR,1,Bills,IH
115,HR3090,./data/115/bills/hr/hr3090/text-versions/ih,115_HR3090_IH,HR,1,Bills,IH
115,S1248,./data/115/bills/s/s1248/text-versions/is,115_S1248_IS,S,1,Bills,IS
115,HRES261,./data/115/bills/hres/hres261/text-versions/ih,115_HRES261_IH,HRES,1,Simple Resolutions,IH
115,HR560,./data/115/bills/hr/hr560/text-versions/rds,115_HR560_RDS,HR,1,Bills,RDS
115,S754,./data/115/bills/s/s754/text-versions/is,115_S754_IS,S,1,Bills,IS
115,HR2371,./data/115/bills/hr/hr2371/text-versions/rh,115_HR2371_RH,HR,1,Bills,RH
115,HR1721,./data/115/bills/hr/hr1721/text-versions/ih,115_HR1721_IH,HR,1,Bills,IH
115,HR701,./data/115/bills/hr/hr701/text-versions/ih,115_HR701_IH,HR,1,Bills,IH
115,HR70,./data/115/bills/hr/hr70/text-versions/ih,115_HR70_IH,HR,1,Bills,IH
115,HJRES45,./data/115/bills/hjres/hjres45/text-versions/ih,115_HJRES45_IH,HJRES,1,Joint Resolutions,IH
115,HR3705,./data/115/bills/hr/hr3705/text-versions/rh,115_HR3705_RH,HR,1,Bills,RH
115,HR1005,./data/115/bills/hr/hr1005/text-versions/rh,115_HR1005_RH,HR,1,Bills,RH
115,HR3178,./data/115/bills/hr/hr3178/text-versions/ih,115_HR3178_IH,HR,1,Bills,IH
115,HR1617,./data/115/bills/hr/hr1617/text-versions/ih,115_HR1617_IH,HR,1,Bills,IH
115,S1054,./data/115/bills/s/s1054/text-versions/is,115_S1054_IS,S,1,Bills,IS
115,HR746,./data/115/bills/hr/hr746/text-versions/ih,115_HR746_IH,HR,1,Bills,IH
115,HRES242,./data/115/bills/hres/hres242/text-versions/rh,115_HRES242_RH,HRES,1,Simple Resolutions,RH
115,HR386,./data/115/bills/hr/hr386/text-versions/ih,115_HR386_IH,HR,1,Bills,IH
115,S530,./data/115/bills/s/s530/text-versions/is,115_S530_IS,S,1,Bills,IS
115,SRES146,./data/115/bills/sres/sres146/text-versions/ats,115_SRES146_ATS,SRES,1,Simple Resolutions,ATS
115,HR1642,./data/115/bills/hr/hr1642/text-versions/ih,115_HR1642_IH,HR,1,Bills,IH
115,HR2516,./data/115/bills/hr/hr2516/text-versions/ih,115_HR2516_IH,HR,1,Bills,IH
115,HRES238,./data/115/bills/hres/hres238/text-versions/ih,115_HRES238_IH,HRES,1,Simple Resolutions,IH
115,S587,./data/115/bills/s/s587/text-versions/is,115_S587_IS,S,1,Bills,IS
115,HR3436,./data/115/bills/hr/hr3436/text-versions/ih,115_HR3436_IH,HR,1,Bills,IH
115,HR1162,./data/115/bills/hr/hr1162/text-versions/rh,115_HR1162_RH,HR,1,Bills,RH
115,HR492,./data/115/bills/hr/hr492/text-versions/ih,115_HR492_IH,HR,1,Bills,IH
115,HR2390,./data/115/bills/hr/hr2390/text-versions/ih,115_HR2390_IH,HR,1,Bills,IH
115,HR1353,./data/115/bills/hr/hr1353/text-versions/rh,115_HR1353_RH,HR,1,Bills,RH
115,HR2070,./data/115/bills/hr/hr2070/text-versions/ih,115_HR2070_IH,HR,1,Bills,IH
115,HR2659,./data/115/bills/hr/hr2659/text-versions/ih,115_HR2659_IH,HR,1,Bills,IH
115,HR3142,./data/115/bills/hr/hr3142/text-versions/ih,115_HR3142_IH,HR,1,Bills,IH
115,HRES140,./data/115/bills/hres/hres140/text-versions/ih,115_HRES140_IH,HRES,1,Simple Resolutions,IH
115,HR2484,./data/115/bills/hr/hr2484/text-versions/pcs,115_HR2484_PCS,HR,1,Bills,PCS
115,HR3641,./data/115/bills/hr/hr3641/text-versions/ih,115_HR3641_IH,HR,1,Bills,IH
115,SRES27,./data/115/bills/sres/sres27/text-versions/is,115_SRES27_IS,SRES,1,Simple Resolutions,IS
115,HR2903,./data/115/bills/hr/hr2903/text-versions/ih,115_HR2903_IH,HR,1,Bills,IH
115,S62,./data/115/bills/s/s62/text-versions/is,115_S62_IS,S,1,Bills,IS
115,SCONRES8,./data/115/bills/sconres/sconres8/text-versions/is,115_SCONRES8_IS,SCONRES,1,Concurrent Resolutions,IS
115,S1097,./data/115/bills/s/s1097/text-versions/is,115_S1097_IS,S,1,Bills,IS
115,HR1344,./data/115/bills/hr/hr1344/text-versions/ih,115_HR1344_IH,HR,1,Bills,IH
115,HR690,./data/115/bills/hr/hr690/text-versions/ih,115_HR690_IH,HR,1,Bills,IH
115,S1836,./data/115/bills/s/s1836/text-versions/is,115_S1836_IS,S,1,Bills,IS
115,S229,./data/115/bills/s/s229/text-versions/is,115_S229_IS,S,1,Bills,IS
115,HR2193,./data/115/bills/hr/hr2193/text-versions/ih,115_HR2193_IH,HR,1,Bills,IH
115,HR1710,./data/115/bills/hr/hr1710/text-versions/ih,115_HR1710_IH,HR,1,Bills,IH
115,HR2058,./data/115/bills/hr/hr2058/text-versions/ih,115_HR2058_IH,HR,1,Bills,IH
115,S995,./data/115/bills/s/s995/text-versions/is,115_S995_IS,S,1,Bills,IS
115,HR414,./data/115/bills/hr/hr414/text-versions/ih,115_HR414_IH,HR,1,Bills,IH
115,HRES226,./data/115/bills/hres/hres226/text-versions/ih,115_HRES226_IH,HRES,1,Simple Resolutions,IH
115,HR586,./data/115/bills/hr/hr586/text-versions/ih,115_HR586_IH,HR,1,Bills,IH
115,S705,./data/115/bills/s/s705/text-versions/is,115_S705_IS,S,1,Bills,IS
115,HR1222,./data/115/bills/hr/hr1222/text-versions/rh,115_HR1222_RH,HR,1,Bills,RH
115,HR1100,./data/115/bills/hr/hr1100/text-versions/ih,115_HR1100_IH,HR,1,Bills,IH
115,SJRES46,./data/115/bills/sjres/sjres46/text-versions/is,115_SJRES46_IS,SJRES,1,Joint Resolutions,IS
115,S238,./data/115/bills/s/s238/text-versions/is,115_S238_IS,S,1,Bills,IS
115,HRES383,./data/115/bills/hres/hres383/text-versions/ih,115_HRES383_IH,HRES,1,Simple Resolutions,IH
115,HR135,./data/115/bills/hr/hr135/text-versions/ih,115_HR135_IH,HR,1,Bills,IH
115,HR2216,./data/115/bills/hr/hr2216/text-versions/ih,115_HR2216_IH,HR,1,Bills,IH
115,HR389,./data/115/bills/hr/hr389/text-versions/ih,115_HR389_IH,HR,1,Bills,IH
115,S1348,./data/115/bills/s/s1348/text-versions/is,115_S1348_IS,S,1,Bills,IS
115,SCONRES3,./data/115/bills/sconres/sconres3/text-versions/pcs,115_SCONRES3_PCS,SCONRES,1,Concurrent Resolutions,PCS
115,HR758,./data/115/bills/hr/hr758/text-versions/ih,115_HR758_IH,HR,1,Bills,IH
115,HR2047,./data/115/bills/hr/hr2047/text-versions/ih,115_HR2047_IH,HR,1,Bills,IH
115,HRES43,./data/115/bills/hres/hres43/text-versions/ih,115_HRES43_IH,HRES,1,Simple Resolutions,IH
115,HR655,./data/115/bills/hr/hr655/text-versions/ih,115_HR655_IH,HR,1,Bills,IH
115,HR246,./data/115/bills/hr/hr246/text-versions/ih,115_HR246_IH,HR,1,Bills,IH
115,S363,./data/115/bills/s/s363/text-versions/is,115_S363_IS,S,1,Bills,IS
115,S1388,./data/115/bills/s/s1388/text-versions/is,115_S1388_IS,S,1,Bills,IS
115,HRES293,./data/115/bills/hres/hres293/text-versions/ih,115_HRES293_IH,HRES,1,Simple Resolutions,IH
115,HR803,./data/115/bills/hr/hr803/text-versions/ih,115_HR803_IH,HR,1,Bills,IH
115,HR1539,./data/115/bills/hr/hr1539/text-versions/ih,115_HR1539_IH,HR,1,Bills,IH
115,S723,./data/115/bills/s/s723/text-versions/is,115_S723_IS,S,1,Bills,IS
115,HR3370,./data/115/bills/hr/hr3370/text-versions/ih,115_HR3370_IH,HR,1,Bills,IH
115,HR1598,./data/115/bills/hr/hr1598/text-versions/ih,115_HR1598_IH,HR,1,Bills,IH
115,S135,./data/115/bills/s/s135/text-versions/is,115_S135_IS,S,1,Bills,IS
115,HR138,./data/115/bills/hr/hr138/text-versions/ih,115_HR138_IH,HR,1,Bills,IH
115,S525,./data/115/bills/s/s525/text-versions/is,115_S525_IS,S,1,Bills,IS
115,HR3474,./data/115/bills/hr/hr3474/text-versions/ih,115_HR3474_IH,HR,1,Bills,IH
115,HRES153,./data/115/bills/hres/hres153/text-versions/ih,115_HRES153_IH,HRES,1,Simple Resolutions,IH
115,S390,./data/115/bills/s/s390/text-versions/is,115_S390_IS,S,1,Bills,IS
115,HR1875,./data/115/bills/hr/hr1875/text-versions/ih,115_HR1875_IH,HR,1,Bills,IH
115,HRES207,./data/115/bills/hres/hres207/text-versions/ih,115_HRES207_IH,HRES,1,Simple Resolutions,IH
115,HRES179,./data/115/bills/hres/hres179/text-versions/ih,115_HRES179_IH,HRES,1,Simple Resolutions,IH
115,HRES349,./data/115/bills/hres/hres349/text-versions/ih,115_HRES349_IH,HRES,1,Simple Resolutions,IH
115,SJRES36,./data/115/bills/sjres/sjres36/text-versions/rfh,115_SJRES36_RFH,SJRES,1,Joint Resolutions,RFH
115,S1438,./data/115/bills/s/s1438/text-versions/is,115_S1438_IS,S,1,Bills,IS
115,HR2827,./data/115/bills/hr/hr2827/text-versions/ih,115_HR2827_IH,HR,1,Bills,IH
115,HCONRES87,./data/115/bills/hconres/hconres87/text-versions/ih,115_HCONRES87_IH,HCONRES,1,Concurrent Resolutions,IH
115,SCONRES26,./data/115/bills/sconres/sconres26/text-versions/enr,115_SCONRES26_ENR,SCONRES,1,Concurrent Resolutions,ENR
115,HR2427,./data/115/bills/hr/hr2427/text-versions/ih,115_HR2427_IH,HR,1,Bills,IH
115,HRES476,./data/115/bills/hres/hres476/text-versions/ih,115_HRES476_IH,HRES,1,Simple Resolutions,IH
115,S1090,./data/115/bills/s/s1090/text-versions/is,115_S1090_IS,S,1,Bills,IS
115,S111,./data/115/bills/s/s111/text-versions/is,115_S111_IS,S,1,Bills,IS
115,SRES36,./data/115/bills/sres/sres36/text-versions/is,115_SRES36_IS,SRES,1,Simple Resolutions,IS
115,S419,./data/115/bills/s/s419/text-versions/enr,115_S419_ENR,S,1,Bills,ENR
115,HRES97,./data/115/bills/hres/hres97/text-versions/ih,115_HRES97_IH,HRES,1,Simple Resolutions,IH
115,HR320,./data/115/bills/hr/hr320/text-versions/ih,115_HR320_IH,HR,1,Bills,IH
115,S584,./data/115/bills/s/s584/text-versions/is,115_S584_IS,S,1,Bills,IS
115,HR149,./data/115/bills/hr/hr149/text-versions/ih,115_HR149_IH,HR,1,Bills,IH
115,HR1345,./data/115/bills/hr/hr1345/text-versions/ih,115_HR1345_IH,HR,1,Bills,IH
115,HR2321,./data/115/bills/hr/hr2321/text-versions/ih,115_HR2321_IH,HR,1,Bills,IH
115,HR101,./data/115/bills/hr/hr101/text-versions/ih,115_HR101_IH,HR,1,Bills,IH
115,HR1975,./data/115/bills/hr/hr1975/text-versions/ih,115_HR1975_IH,HR,1,Bills,IH
115,HR652,./data/115/bills/hr/hr652/text-versions/ih,115_HR652_IH,HR,1,Bills,IH
115,S1732,./data/115/bills/s/s1732/text-versions/is,115_S1732_IS,S,1,Bills,IS
115,HRES328,./data/115/bills/hres/hres328/text-versions/ih,115_HRES328_IH,HRES,1,Simple Resolutions,IH
115,S1596,./data/115/bills/s/s1596/text-versions/is,115_S1596_IS,S,1,Bills,IS
115,S1986,./data/115/bills/s/s1986/text-versions/is,115_S1986_IS,S,1,Bills,IS
115,S16,./data/115/bills/s/s16/text-versions/is,115_S16_IS,S,1,Bills,IS
115,HR975,./data/115/bills/hr/hr975/text-versions/ih,115_HR975_IH,HR,1,Bills,IH
115,HR599,./data/115/bills/hr/hr599/text-versions/rfs,115_HR599_RFS,HR,1,Bills,RFS
115,HR2275,./data/115/bills/hr/hr2275/text-versions/ih,115_HR2275_IH,HR,1,Bills,IH
115,HR1897,./data/115/bills/hr/hr1897/text-versions/ih,115_HR1897_IH,HR,1,Bills,IH
115,HR3040,./data/115/bills/hr/hr3040/text-versions/ih,115_HR3040_IH,HR,1,Bills,IH
115,S1202,./data/115/bills/s/s1202/text-versions/is,115_S1202_IS,S,1,Bills,IS
115,HR233,./data/115/bills/hr/hr233/text-versions/ih,115_HR233_IH,HR,1,Bills,IH
115,HR1098,./data/115/bills/hr/hr1098/text-versions/ih,115_HR1098_IH,HR,1,Bills,IH
115,S1063,./data/115/bills/s/s1063/text-versions/is,115_S1063_IS,S,1,Bills,IS
115,HR3134,./data/115/bills/hr/hr3134/text-versions/ih,115_HR3134_IH,HR,1,Bills,IH
115,HR1442,./data/115/bills/hr/hr1442/text-versions/ih,115_HR1442_IH,HR,1,Bills,IH
115,HR1254,./data/115/bills/hr/hr1254/text-versions/ih,115_HR1254_IH,HR,1,Bills,IH
115,HRES319,./data/115/bills/hres/hres319/text-versions/ih,115_HRES319_IH,HRES,1,Simple Resolutions,IH
115,HR3725,./data/115/bills/hr/hr3725/text-versions/ih,115_HR3725_IH,HR,1,Bills,IH
115,HR2843,./data/115/bills/hr/hr2843/text-versions/ih,115_HR2843_IH,HR,1,Bills,IH
115,HRES203,./data/115/bills/hres/hres203/text-versions/rh,115_HRES203_RH,HRES,1,Simple Resolutions,RH
115,HRES303,./data/115/bills/hres/hres303/text-versions/eh,115_HRES303_EH,HRES,1,Simple Resolutions,EH
115,HR547,./data/115/bills/hr/hr547/text-versions/ih,115_HR547_IH,HR,1,Bills,IH
115,HR2895,./data/115/bills/hr/hr2895/text-versions/ih,115_HR2895_IH,HR,1,Bills,IH
115,HRES301,./data/115/bills/hres/hres301/text-versions/ih,115_HRES301_IH,HRES,1,Simple Resolutions,IH
115,HR283,./data/115/bills/hr/hr283/text-versions/ih,115_HR283_IH,HR,1,Bills,IH
115,S759,./data/115/bills/s/s759/text-versions/is,115_S759_IS,S,1,Bills,IS
115,HR112,./data/115/bills/hr/hr112/text-versions/ih,115_HR112_IH,HR,1,Bills,IH
115,HR2689,./data/115/bills/hr/hr2689/text-versions/ih,115_HR2689_IH,HR,1,Bills,IH
115,HJRES89,./data/115/bills/hjres/hjres89/text-versions/ih,115_HJRES89_IH,HJRES,1,Joint Resolutions,IH
115,S578,./data/115/bills/s/s578/text-versions/is,115_S578_IS,S,1,Bills,IS
115,HR1928,./data/115/bills/hr/hr1928/text-versions/ih,115_HR1928_IH,HR,1,Bills,IH
115,S721,./data/115/bills/s/s721/text-versions/is,115_S721_IS,S,1,Bills,IS
115,SRES94,./data/115/bills/sres/sres94/text-versions/is,115_SRES94_IS,SRES,1,Simple Resolutions,IS
115,S413,./data/115/bills/s/s413/text-versions/is,115_S413_IS,S,1,Bills,IS
115,S444,./data/115/bills/s/s444/text-versions/is,115_S444_IS,S,1,Bills,IS
115,SRES223,./data/115/bills/sres/sres223/text-versions/is,115_SRES223_IS,SRES,1,Simple Resolutions,IS
