Congress,Directory,ID,Number,Subtype,Summary,Type,Version,to_use
114,./data/114/bills/hr/hr5804/text-versions/ih,114_HR5804_IH,HR5804,HR,1,Bills,IH,1
113,./data/113/bills/s/s2689/text-versions/is,113_S2689_IS,S2689,S,1,Bills,IS,1
115,./data/115/bills/s/s700/text-versions/is,115_S700_IS,S700,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5823/text-versions/ih,113_HR5823_IH,HR5823,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr469/text-versions/ih,113_HR469_IH,HR469,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr978/text-versions/ih,115_HR978_IH,HR978,HR,1,Bills,IH,1
114,./data/114/bills/s/s9/text-versions/is,114_S9_IS,S9,S,1,Bills,IS,1
114,./data/114/bills/hr/hr6480/text-versions/rds,114_HR6480_RDS,HR6480,HR,1,Bills,RDS,1
114,./data/114/bills/hr/hr3039/text-versions/ih,114_HR3039_IH,HR3039,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2731/text-versions/ih,113_HR2731_IH,HR2731,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5922/text-versions/ih,114_HR5922_IH,HR5922,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1829/text-versions/ih,113_HR1829_IH,HR1829,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5622/text-versions/ih,113_HR5622_IH,HR5622,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1060/text-versions/ih,113_HR1060_IH,HR1060,HR,1,Bills,IH,1
115,./data/115/bills/s/s644/text-versions/is,115_S644_IS,S644,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2777/text-versions/ih,113_HR2777_IH,HR2777,HR,1,Bills,IH,1
113,./data/113/bills/s/s682/text-versions/is,113_S682_IS,S682,S,1,Bills,IS,1
113,./data/113/bills/s/s894/text-versions/is,113_S894_IS,S894,S,1,Bills,IS,1
114,./data/114/bills/s/s1919/text-versions/is,114_S1919_IS,S1919,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4745/text-versions/ih,114_HR4745_IH,HR4745,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4422/text-versions/ih,113_HR4422_IH,HR4422,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5151/text-versions/ih,114_HR5151_IH,HR5151,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr432/text-versions/ih,113_HR432_IH,HR432,HR,1,Bills,IH,1
113,./data/113/bills/s/s1283/text-versions/pcs,113_S1283_PCS,S1283,S,1,Bills,PCS,1
114,./data/114/bills/s/s3338/text-versions/is,114_S3338_IS,S3338,S,1,Bills,IS,1
113,./data/113/bills/s/s2511/text-versions/is,113_S2511_IS,S2511,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4831/text-versions/ih,113_HR4831_IH,HR4831,HR,1,Bills,IH,1
115,./data/115/bills/s/s807/text-versions/is,115_S807_IS,S807,S,1,Bills,IS,1
114,./data/114/bills/s/s1261/text-versions/is,114_S1261_IS,S1261,S,1,Bills,IS,1
113,./data/113/bills/s/s355/text-versions/is,113_S355_IS,S355,S,1,Bills,IS,1
113,./data/113/bills/s/s2917/text-versions/enr,113_S2917_ENR,S2917,S,1,Bills,ENR,1
114,./data/114/bills/hr/hr235/text-versions/ih,114_HR235_IH,HR235,HR,1,Bills,IH,1
115,./data/115/bills/s/s541/text-versions/is,115_S541_IS,S541,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5557/text-versions/ih,114_HR5557_IH,HR5557,HR,1,Bills,IH,1
113,./data/113/bills/s/s2815/text-versions/is,113_S2815_IS,S2815,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2991/text-versions/ih,113_HR2991_IH,HR2991,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3600/text-versions/ih,113_HR3600_IH,HR3600,HR,1,Bills,IH,1
113,./data/113/bills/s/s1153/text-versions/is,113_S1153_IS,S1153,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5522/text-versions/ih,113_HR5522_IH,HR5522,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2627/text-versions/ih,113_HR2627_IH,HR2627,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4065/text-versions/ih,113_HR4065_IH,HR4065,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1914/text-versions/ih,113_HR1914_IH,HR1914,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5170/text-versions/ih,113_HR5170_IH,HR5170,HR,1,Bills,IH,1
113,./data/113/bills/s/s1010/text-versions/is,113_S1010_IS,S1010,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4476/text-versions/ih,114_HR4476_IH,HR4476,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2265/text-versions/ih,113_HR2265_IH,HR2265,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5076/text-versions/ih,114_HR5076_IH,HR5076,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr3521/text-versions/ih,115_HR3521_IH,HR3521,HR,1,Bills,IH,1
114,./data/114/bills/s/s3229/text-versions/is,114_S3229_IS,S3229,S,1,Bills,IS,1
113,./data/113/bills/s/s1711/text-versions/is,113_S1711_IS,S1711,S,1,Bills,IS,1
115,./data/115/bills/s/s134/text-versions/is,115_S134_IS,S134,S,1,Bills,IS,1
115,./data/115/bills/s/s1256/text-versions/is,115_S1256_IS,S1256,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4029/text-versions/ih,114_HR4029_IH,HR4029,HR,1,Bills,IH,1
113,./data/113/bills/s/s714/text-versions/is,113_S714_IS,S714,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2286/text-versions/ih,114_HR2286_IH,HR2286,HR,1,Bills,IH,1
113,./data/113/bills/s/s749/text-versions/is,113_S749_IS,S749,S,1,Bills,IS,1
115,./data/115/bills/s/s266/text-versions/is,115_S266_IS,S266,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4200/text-versions/ih,114_HR4200_IH,HR4200,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4771/text-versions/ih,114_HR4771_IH,HR4771,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1244/text-versions/ih,113_HR1244_IH,HR1244,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3905/text-versions/ih,113_HR3905_IH,HR3905,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2835/text-versions/enr,114_HR2835_ENR,HR2835,HR,1,Bills,ENR,1
113,./data/113/bills/hr/hr4078/text-versions/ih,113_HR4078_IH,HR4078,HR,1,Bills,IH,1
113,./data/113/bills/s/s1367/text-versions/is,113_S1367_IS,S1367,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4703/text-versions/ih,113_HR4703_IH,HR4703,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2308/text-versions/ih,114_HR2308_IH,HR2308,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3895/text-versions/ih,114_HR3895_IH,HR3895,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1422/text-versions/ih,114_HR1422_IH,HR1422,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1515/text-versions/ih,113_HR1515_IH,HR1515,HR,1,Bills,IH,1
114,./data/114/bills/s/s834/text-versions/is,114_S834_IS,S834,S,1,Bills,IS,1
114,./data/114/bills/hr/hr3003/text-versions/ih,114_HR3003_IH,HR3003,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr3142/text-versions/ih,115_HR3142_IH,HR3142,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1249/text-versions/rh,115_HR1249_RH,HR1249,HR,1,Bills,RH,1
115,./data/115/bills/hr/hr3561/text-versions/ih,115_HR3561_IH,HR3561,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1677/text-versions/rh,115_HR1677_RH,HR1677,HR,1,Bills,RH,1
115,./data/115/bills/hr/hr1420/text-versions/ih,115_HR1420_IH,HR1420,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr793/text-versions/ih,115_HR793_IH,HR793,HR,1,Bills,IH,1
115,./data/115/bills/s/s35/text-versions/is,115_S35_IS,S35,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4499/text-versions/ih,113_HR4499_IH,HR4499,HR,1,Bills,IH,1
115,./data/115/bills/s/s491/text-versions/is,115_S491_IS,S491,S,1,Bills,IS,1
115,./data/115/bills/hr/hr669/text-versions/ih,115_HR669_IH,HR669,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr3076/text-versions/ih,115_HR3076_IH,HR3076,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr131/text-versions/ih,115_HR131_IH,HR131,HR,1,Bills,IH,1
113,./data/113/bills/s/s1199/text-versions/is,113_S1199_IS,S1199,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4017/text-versions/ih,114_HR4017_IH,HR4017,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr59/text-versions/ih,114_HR59_IH,HR59,HR,1,Bills,IH,1
113,./data/113/bills/s/s2447/text-versions/is,113_S2447_IS,S2447,S,1,Bills,IS,1
114,./data/114/bills/hr/hr3527/text-versions/ih,114_HR3527_IH,HR3527,HR,1,Bills,IH,1
114,./data/114/bills/s/s3504/text-versions/is,114_S3504_IS,S3504,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1114/text-versions/ih,113_HR1114_IH,HR1114,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr69/text-versions/ih,115_HR69_IH,HR69,HR,1,Bills,IH,1
114,./data/114/bills/s/s3005/text-versions/is,114_S3005_IS,S3005,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4270/text-versions/ih,114_HR4270_IH,HR4270,HR,1,Bills,IH,1
114,./data/114/bills/s/s2471/text-versions/is,114_S2471_IS,S2471,S,1,Bills,IS,1
114,./data/114/bills/s/s135/text-versions/is,114_S135_IS,S135,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1121/text-versions/ih,113_HR1121_IH,HR1121,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr6285/text-versions/ih,114_HR6285_IH,HR6285,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2567/text-versions/ih,113_HR2567_IH,HR2567,HR,1,Bills,IH,1
115,./data/115/bills/s/s140/text-versions/rfh,115_S140_RFH,S140,S,1,Bills,RFH,1
114,./data/114/bills/s/s1531/text-versions/is,114_S1531_IS,S1531,S,1,Bills,IS,1
113,./data/113/bills/s/s451/text-versions/is,113_S451_IS,S451,S,1,Bills,IS,1
113,./data/113/bills/s/s1702/text-versions/is,113_S1702_IS,S1702,S,1,Bills,IS,1
113,./data/113/bills/s/s914/text-versions/is,113_S914_IS,S914,S,1,Bills,IS,1
115,./data/115/bills/hr/hr486/text-versions/ih,115_HR486_IH,HR486,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr921/text-versions/ih,115_HR921_IH,HR921,HR,1,Bills,IH,1
114,./data/114/bills/s/s1179/text-versions/is,114_S1179_IS,S1179,S,1,Bills,IS,1
113,./data/113/bills/s/s1804/text-versions/is,113_S1804_IS,S1804,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1499/text-versions/ih,113_HR1499_IH,HR1499,HR,1,Bills,IH,1
114,./data/114/bills/s/s376/text-versions/is,114_S376_IS,S376,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5342/text-versions/ih,113_HR5342_IH,HR5342,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr76/text-versions/ih,115_HR76_IH,HR76,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4184/text-versions/ih,113_HR4184_IH,HR4184,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1375/text-versions/ih,114_HR1375_IH,HR1375,HR,1,Bills,IH,1
113,./data/113/bills/s/s381/text-versions/is,113_S381_IS,S381,S,1,Bills,IS,1
114,./data/114/bills/hr/hr593/text-versions/ih,114_HR593_IH,HR593,HR,1,Bills,IH,1
114,./data/114/bills/s/s2868/text-versions/is,114_S2868_IS,S2868,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5806/text-versions/ih,114_HR5806_IH,HR5806,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr49/text-versions/ih,115_HR49_IH,HR49,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1046/text-versions/ih,113_HR1046_IH,HR1046,HR,1,Bills,IH,1
114,./data/114/bills/s/s2853/text-versions/is,114_S2853_IS,S2853,S,1,Bills,IS,1
115,./data/115/bills/s/s350/text-versions/is,115_S350_IS,S350,S,1,Bills,IS,1
113,./data/113/bills/s/s2380/text-versions/is,113_S2380_IS,S2380,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4871/text-versions/rh,113_HR4871_RH,HR4871,HR,1,Bills,RH,1
113,./data/113/bills/s/s512/text-versions/is,113_S512_IS,S512,S,1,Bills,IS,1
113,./data/113/bills/s/s1102/text-versions/is,113_S1102_IS,S1102,S,1,Bills,IS,1
115,./data/115/bills/hr/hr1086/text-versions/ih,115_HR1086_IH,HR1086,HR,1,Bills,IH,1
114,./data/114/bills/s/s265/text-versions/is,114_S265_IS,S265,S,1,Bills,IS,1
115,./data/115/bills/hr/hr206/text-versions/ih,115_HR206_IH,HR206,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr287/text-versions/ih,115_HR287_IH,HR287,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4309/text-versions/rh,113_HR4309_RH,HR4309,HR,1,Bills,RH,1
115,./data/115/bills/hr/hr126/text-versions/ih,115_HR126_IH,HR126,HR,1,Bills,IH,1
113,./data/113/bills/s/s1029/text-versions/is,113_S1029_IS,S1029,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4679/text-versions/ih,113_HR4679_IH,HR4679,HR,1,Bills,IH,1
115,./data/115/bills/s/s1542/text-versions/is,115_S1542_IS,S1542,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1898/text-versions/ih,114_HR1898_IH,HR1898,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2550/text-versions/ih,113_HR2550_IH,HR2550,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2916/text-versions/ih,115_HR2916_IH,HR2916,HR,1,Bills,IH,1
114,./data/114/bills/s/s3331/text-versions/is,114_S3331_IS,S3331,S,1,Bills,IS,1
113,./data/113/bills/s/s2864/text-versions/is,113_S2864_IS,S2864,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1543/text-versions/ih,113_HR1543_IH,HR1543,HR,1,Bills,IH,1
114,./data/114/bills/s/s3396/text-versions/is,114_S3396_IS,S3396,S,1,Bills,IS,1
113,./data/113/bills/s/s464/text-versions/is,113_S464_IS,S464,S,1,Bills,IS,1
114,./data/114/bills/s/s1777/text-versions/is,114_S1777_IS,S1777,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4474/text-versions/ih,113_HR4474_IH,HR4474,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2944/text-versions/ih,113_HR2944_IH,HR2944,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4081/text-versions/ih,114_HR4081_IH,HR4081,HR,1,Bills,IH,1
114,./data/114/bills/s/s1818/text-versions/is,114_S1818_IS,S1818,S,1,Bills,IS,1
115,./data/115/bills/hr/hr2238/text-versions/ih,115_HR2238_IH,HR2238,HR,1,Bills,IH,1
113,./data/113/bills/s/s1896/text-versions/is,113_S1896_IS,S1896,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5846/text-versions/ih,114_HR5846_IH,HR5846,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1119/text-versions/rh,114_HR1119_RH,HR1119,HR,1,Bills,RH,1
115,./data/115/bills/hr/hr1230/text-versions/ih,115_HR1230_IH,HR1230,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2165/text-versions/ih,114_HR2165_IH,HR2165,HR,1,Bills,IH,1
113,./data/113/bills/s/s2083/text-versions/is,113_S2083_IS,S2083,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2337/text-versions/enr,113_HR2337_ENR,HR2337,HR,1,Bills,ENR,1
113,./data/113/bills/hr/hr4097/text-versions/ih,113_HR4097_IH,HR4097,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3802/text-versions/ih,114_HR3802_IH,HR3802,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4620/text-versions/rh,114_HR4620_RH,HR4620,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr4809/text-versions/ih,114_HR4809_IH,HR4809,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr152/text-versions/ih,115_HR152_IH,HR152,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1368/text-versions/ih,115_HR1368_IH,HR1368,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr3204/text-versions/ih,115_HR3204_IH,HR3204,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5586/text-versions/ih,113_HR5586_IH,HR5586,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1077/text-versions/ih,114_HR1077_IH,HR1077,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4977/text-versions/ih,114_HR4977_IH,HR4977,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr926/text-versions/ih,115_HR926_IH,HR926,HR,1,Bills,IH,1
114,./data/114/bills/s/s1706/text-versions/is,114_S1706_IS,S1706,S,1,Bills,IS,1
115,./data/115/bills/hr/hr1300/text-versions/ih,115_HR1300_IH,HR1300,HR,1,Bills,IH,1
114,./data/114/bills/s/s2015/text-versions/is,114_S2015_IS,S2015,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4117/text-versions/ih,113_HR4117_IH,HR4117,HR,1,Bills,IH,1
113,./data/113/bills/s/s2204/text-versions/is,113_S2204_IS,S2204,S,1,Bills,IS,1
114,./data/114/bills/s/s1877/text-versions/is,114_S1877_IS,S1877,S,1,Bills,IS,1
114,./data/114/bills/hr/hr6071/text-versions/ih,114_HR6071_IH,HR6071,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4741/text-versions/ih,114_HR4741_IH,HR4741,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2032/text-versions/ih,114_HR2032_IH,HR2032,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4955/text-versions/ih,114_HR4955_IH,HR4955,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2112/text-versions/enr,113_HR2112_ENR,HR2112,HR,1,Bills,ENR,1
113,./data/113/bills/s/s2624/text-versions/is,113_S2624_IS,S2624,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5688/text-versions/ih,113_HR5688_IH,HR5688,HR,1,Bills,IH,1
113,./data/113/bills/s/s2298/text-versions/is,113_S2298_IS,S2298,S,1,Bills,IS,1
115,./data/115/bills/s/s801/text-versions/is,115_S801_IS,S801,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4471/text-versions/ih,114_HR4471_IH,HR4471,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5350/text-versions/ih,113_HR5350_IH,HR5350,HR,1,Bills,IH,1
113,./data/113/bills/s/s2163/text-versions/is,113_S2163_IS,S2163,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1292/text-versions/ih,113_HR1292_IH,HR1292,HR,1,Bills,IH,1
114,./data/114/bills/s/s2951/text-versions/is,114_S2951_IS,S2951,S,1,Bills,IS,1
113,./data/113/bills/s/s290/text-versions/is,113_S290_IS,S290,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4379/text-versions/ih,114_HR4379_IH,HR4379,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1593/text-versions/ih,115_HR1593_IH,HR1593,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1418/text-versions/ih,113_HR1418_IH,HR1418,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr350/text-versions/ih,113_HR350_IH,HR350,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5749/text-versions/ih,114_HR5749_IH,HR5749,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1961/text-versions/rh,113_HR1961_RH,HR1961,HR,1,Bills,RH,1
114,./data/114/bills/s/s2452/text-versions/is,114_S2452_IS,S2452,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4592/text-versions/ih,114_HR4592_IH,HR4592,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1898/text-versions/ih,113_HR1898_IH,HR1898,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2316/text-versions/rh,115_HR2316_RH,HR2316,HR,1,Bills,RH,1
113,./data/113/bills/hr/hr4926/text-versions/enr,113_HR4926_ENR,HR4926,HR,1,Bills,ENR,1
114,./data/114/bills/s/s1991/text-versions/is,114_S1991_IS,S1991,S,1,Bills,IS,1
114,./data/114/bills/hr/hr3354/text-versions/ih,114_HR3354_IH,HR3354,HR,1,Bills,IH,1
115,./data/115/bills/s/s1613/text-versions/is,115_S1613_IS,S1613,S,1,Bills,IS,1
114,./data/114/bills/hr/hr734/text-versions/rh,114_HR734_RH,HR734,HR,1,Bills,RH,1
113,./data/113/bills/s/s1251/text-versions/is,113_S1251_IS,S1251,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1933/text-versions/ih,113_HR1933_IH,HR1933,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3144/text-versions/rh,114_HR3144_RH,HR3144,HR,1,Bills,RH,1
113,./data/113/bills/s/s1759/text-versions/is,113_S1759_IS,S1759,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2691/text-versions/ih,114_HR2691_IH,HR2691,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1436/text-versions/ih,113_HR1436_IH,HR1436,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1701/text-versions/ih,114_HR1701_IH,HR1701,HR,1,Bills,IH,1
114,./data/114/bills/s/s1346/text-versions/is,114_S1346_IS,S1346,S,1,Bills,IS,1
115,./data/115/bills/hr/hr3879/text-versions/ih,115_HR3879_IH,HR3879,HR,1,Bills,IH,1
114,./data/114/bills/s/s972/text-versions/is,114_S972_IS,S972,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5433/text-versions/ih,113_HR5433_IH,HR5433,HR,1,Bills,IH,1
114,./data/114/bills/s/s452/text-versions/is,114_S452_IS,S452,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2163/text-versions/ih,113_HR2163_IH,HR2163,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr437/text-versions/ih,113_HR437_IH,HR437,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1726/text-versions/enr,113_HR1726_ENR,HR1726,HR,1,Bills,ENR,1
114,./data/114/bills/hr/hr1558/text-versions/ih,114_HR1558_IH,HR1558,HR,1,Bills,IH,1
114,./data/114/bills/s/s245/text-versions/is,114_S245_IS,S245,S,1,Bills,IS,1
113,./data/113/bills/s/s1371/text-versions/pcs,113_S1371_PCS,S1371,S,1,Bills,PCS,1
115,./data/115/bills/s/s416/text-versions/is,115_S416_IS,S416,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1381/text-versions/ih,113_HR1381_IH,HR1381,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3555/text-versions/ih,114_HR3555_IH,HR3555,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1373/text-versions/ih,113_HR1373_IH,HR1373,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr584/text-versions/ih,113_HR584_IH,HR584,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3815/text-versions/ih,113_HR3815_IH,HR3815,HR,1,Bills,IH,1
114,./data/114/bills/s/s3542/text-versions/is,114_S3542_IS,S3542,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1267/text-versions/ih,113_HR1267_IH,HR1267,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5318/text-versions/ih,114_HR5318_IH,HR5318,HR,1,Bills,IH,1
114,./data/114/bills/s/s2657/text-versions/is,114_S2657_IS,S2657,S,1,Bills,IS,1
115,./data/115/bills/hr/hr3823/text-versions/enr,115_HR3823_ENR,HR3823,HR,1,Bills,ENR,1
113,./data/113/bills/s/s1123/text-versions/is,113_S1123_IS,S1123,S,1,Bills,IS,1
115,./data/115/bills/hr/hr608/text-versions/ih,115_HR608_IH,HR608,HR,1,Bills,IH,1
115,./data/115/bills/s/s874/text-versions/is,115_S874_IS,S874,S,1,Bills,IS,1
114,./data/114/bills/s/s2318/text-versions/is,114_S2318_IS,S2318,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5985/text-versions/enr,114_HR5985_ENR,HR5985,HR,1,Bills,ENR,1
114,./data/114/bills/s/s1858/text-versions/is,114_S1858_IS,S1858,S,1,Bills,IS,1
115,./data/115/bills/s/s608/text-versions/is,115_S608_IS,S608,S,1,Bills,IS,1
114,./data/114/bills/s/s2001/text-versions/is,114_S2001_IS,S2001,S,1,Bills,IS,1
114,./data/114/bills/hr/hr467/text-versions/ih,114_HR467_IH,HR467,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1076/text-versions/ih,113_HR1076_IH,HR1076,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3813/text-versions/ih,113_HR3813_IH,HR3813,HR,1,Bills,IH,1
115,./data/115/bills/s/s904/text-versions/is,115_S904_IS,S904,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5505/text-versions/ih,114_HR5505_IH,HR5505,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3945/text-versions/ih,113_HR3945_IH,HR3945,HR,1,Bills,IH,1
115,./data/115/bills/s/s1160/text-versions/is,115_S1160_IS,S1160,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5598/text-versions/ih,113_HR5598_IH,HR5598,HR,1,Bills,IH,1
114,./data/114/bills/s/s1238/text-versions/is,114_S1238_IS,S1238,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5728/text-versions/ih,114_HR5728_IH,HR5728,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2529/text-versions/ih,113_HR2529_IH,HR2529,HR,1,Bills,IH,1
113,./data/113/bills/s/s2601/text-versions/is,113_S2601_IS,S2601,S,1,Bills,IS,1
115,./data/115/bills/hr/hr2241/text-versions/ih,115_HR2241_IH,HR2241,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4184/text-versions/ih,114_HR4184_IH,HR4184,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2572/text-versions/ih,115_HR2572_IH,HR2572,HR,1,Bills,IH,1
114,./data/114/bills/s/s769/text-versions/is,114_S769_IS,S769,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5021/text-versions/enr,113_HR5021_ENR,HR5021,HR,1,Bills,ENR,1
113,./data/113/bills/hr/hr2916/text-versions/ih,113_HR2916_IH,HR2916,HR,1,Bills,IH,1
114,./data/114/bills/s/s498/text-versions/is,114_S498_IS,S498,S,1,Bills,IS,1
114,./data/114/bills/s/s111/text-versions/is,114_S111_IS,S111,S,1,Bills,IS,1
115,./data/115/bills/hr/hr977/text-versions/ih,115_HR977_IH,HR977,HR,1,Bills,IH,1
114,./data/114/bills/s/s2918/text-versions/is,114_S2918_IS,S2918,S,1,Bills,IS,1
115,./data/115/bills/hr/hr3189/text-versions/ih,115_HR3189_IH,HR3189,HR,1,Bills,IH,1
115,./data/115/bills/s/s1113/text-versions/is,115_S1113_IS,S1113,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2992/text-versions/rds,114_HR2992_RDS,HR2992,HR,1,Bills,RDS,1
114,./data/114/bills/s/s2824/text-versions/is,114_S2824_IS,S2824,S,1,Bills,IS,1
114,./data/114/bills/s/s840/text-versions/is,114_S840_IS,S840,S,1,Bills,IS,1
115,./data/115/bills/s/s617/text-versions/is,115_S617_IS,S617,S,1,Bills,IS,1
